point_id,source,page_content,videos
05cdff68-3ee9-47e9-bc40-1610502f0eb0,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". For more information on Default Settings, refer to the manual [Default Settings](https://www.maxwellgeosystems.com/manuals/demo-manual/index-content.php?version=ALL&manual_id=113) ![image:db://images/177](db://images/177) Notification Options Different Scenarios: Send Notification for All Breaches: If you select this option, notifications are send for all breaches. The first instance of Alert , Alarm and Action gets notified as per shown in the figure below: All readings coming from a single file",[]
0619eba6-bc1b-4919-bd2e-8d1212c9e659,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Version:MissionOS_2.0 From the extractions of borehole, different kinds of data can be generated based on the requirements of the user in the construction industry. Each type of data is given specific field codes by AGS (Association of Geotechnical & Geo-environmental Specialists). These Field Codes are based on the AGS data format which is a standard set up by AGS for the benefit of industry organizations involved in transferring data between them for projects relating to geotechnical and geo-environmental elements. The Borehole Configuration page helps you to set up the client’s preferred new codes for the AGS based field codes. You can also assign the same new code created to multiple field codes indicating the same geotechnical element so as to avoid different field code names for the same element. For example, Marine Clay might have multiple field codes in a data category, like M1 and M2. To avoid overlapping of data, the client can assign a common standard code like MC for both",[]
073d10dd-8b42-4265-9e9c-530c00d1d0c8,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". If today is Monday and there is a configuration for another job, then it creates the post for that job. If there are no settings configured for Monday, then no post is created. Click the left arrow on the blog post, to view the details of a specific blog post. There are a number of functionalities present here as buttons – IMR Report button where you can Generate and Preview Add button to add comment and documents Assign Users to assign posts and send notifications to other users Show On Map to see the information zoomed on a map Click Generate to generate reports. The generated report is then available in IMR Reports tab under Blogs . This kind of report can be generated only after all the actions of the users are complete. Once generated, you cannot add further modifications for the report. To regenerate the same report, you can click Remove to delete a specific report from IMR Reports tab section in Blogs. The Generate button gets enabled again",[]
07cd8339-4feb-4e18-97f6-a8ef2cac05cc,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". ![image:db://images/221](db://images/221) Figure 5: Once you click Upload button, the Status Success is displayed Follow the steps below to download review files: To download AAA file of an instrument, click open the AAA File Download tab. Select the required fields: Object Type Object Subtype Project Contract Site Zone Review Type Click Search Objects . This results in the listing of objects under the selected Object Type. Select the object for which download data is required. To select multiple objects, press the Ctrl key and select the objects with the mouse cursor . ![image:db://images/222](db://images/222) Figure 6: Select fields and then click Download AAA Data button Then, click the Download AAA Data The AAA Data file containing review data of selected objects opens to a new tab in your browser. Click Download File and then Open file to view the file in your system. To watch the Web User Manual video on How to Manage AAA File in MissionOS , simply click on the thumbnail or link below:",[]
07eadb8d-d61f-4e39-9497-61a502d2cf60,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". Note that once you create Type and then Subtype, next task is to add system fields. In Model, the Add Fields functionality is represented as a button by the same name. ![image:db://images/689](db://images/689) Figure 1: Model interface To add Data Fields, follow the steps below: Firstly, click Add Fields Select Field Type as Data. System Field Name appears preselected, for example, “data1”, is auto generated. Enter User Field Name and Label. Note: User Field names must conform to the following rules: The user field names must be in lower case. The allowable special character is ""underscore"", and cannot contain spaces. Here “taken_on” is an example of how this rule gets applied. Enter Description if any. Select Measurement. Select Units . Select Display Precision . This determines the number of digits you can keep for the data value after the decimal point. The resulting value of the data field created, will appear with the chosen precision, in the Readings table, reports, and graphs of that instrument. Select the graph template from the Review Graph drop-down list. Note: In case you leave the Review Graph field unselected, and at any point the data breaches the AAA values of the instrument, the corresponding AAA Report will reflect the default graph template. Click Save to save the information. To confirm the successful creation of the data field, click Okay . The newly created data field gets listed in the table. ![image:db://images/690](db://images/690) Figure 2 : Adding data Note: You can have a maximum of 12 data fields in a subtype. To watch the Web User Manual video on How To: Add Data Fields in MissionOS , simply click on the thumbnail or link below:",[]
081518f9-917a-409d-87ba-15c535bf4236,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". The Locate Activity subheading allows you to filter through jobs. The Activity Type drop-down allows you to filter through Job Types. Once you select a specific Job, the Progress vs Date graph plots. You have the following options with regards to data for the selected Job: Graph It View Large Generate PDF Generate CSV The Select Progress Point Chainage field allows you to enter the available number from ring building to ring building. The View or Edit Job button provides easy access to add Progress functions. Additionally, the Construction Data tab includes other related sections like Job Info , Metadata , Machine Data , Tools , and Reports , each displaying relevant information. ![image:db://images/127](db://images/127) Figure 2: Construction Data tab In AAA Data tab - This section provides information about breached instruments that trigger warnings , keeping you informed about potential issues",[]
08d73ef2-979a-4013-8054-74c7e52df6ac,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". Choose the relevant GDL configuration name for that file from the drop-down – the configuration must already exist. The file then goes directly to the Binder. The remaining stages are the same as the automated process – Loader, Stack. To watch the Web User Manual video on How to use Data Manager Dashboard (An Overview) , simply click on the thumbnail or link below:",[]
08d750c4-722c-4652-9ded-6503fc423d5a,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Flexibility in defining shift patterns Simplicity in drawings of Gantt timesheets Built-in checks and audits Competency for codification using ‘black ball’ schemes Capability to identify critical activities Ability to log plant and labour recordings Provision to add comments, metadata and links to data tables Suitable sign-off procedure Flexible graphing and reporting system",[]
08d77b59-3ce1-4731-9b6d-151fbd90ce11,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". ![image:db://images/122](db://images/122) Figure 7 : Sample of notification received on commenting blog Adding Documents to AAA Blogs Users with AAA Reporting option ON are able to add multiple documents in the current breach. Click Add > Document > Current Breach . A pop up appears where you can add attachments as required. Click Add Attachment . ![image:db://images/123](db://images/123) Figure 8 : Add documents to blog In the Add Attachment popup, Click Choose File . Enter the new file name. Enter the caption or note. Click Save . Click the document to download the file. Possible file extensions are .txt, .xlsx, and .csv. ![image:db://images/124](db://images/124) Figure 9 : Attach the files Once you save the attachment, a hamburger icon appears at the top of the popup as seen in the figure below. Click the menu to open the list. You have the options to Remove attachment and also Add to canvas sheet",[]
0a201cbd-6b07-4265-a922-a7292686c95b,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Version:MissionOS_2.0 Datamanager Dashboard is actually the Mission Monitor & Notification Sub-system which comprises notifications coming from various stages of the Generic Data Loader (GDL) processing. The first tab is the Loader Notifications tab which appears pre-selected by default. The other 3 tabs are – Data Notifications , Chaser Notifications and Auto File Recognition . The Loader Notifications tab is further categorized into 5 tabs such as Overview , GDL Puller , GDL Binder , GDL Loader , and Raw Stack . The Overview tab under Loader Notifications is open by default. This manual page describes the Loader Notifications – Overview tab. The four panels form the dashboard are listed below: GDL-PULLER GDL-BINDER GDL-LOADER RAW STACK Each represents a file processing step in GDL processing. The PULLER retrieves files matching GDL filename patterns from the various configured data sources. The BINDER extracts values from raw files binding them into a common format",[]
0a92edf8-71b3-4bc9-b571-f78197de6615,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,Drag and drop the summary element to canvas sheet. Enter the fields required and click Save . ![image:db://images/249](db://images/249) Figure 12 : Adding summary element to canvas sheet The saved Canvas Sheet lists in the Canvas Library. Click the Preview button on the saved Canvas Sheet. The Consolidated Summary Report downloads in another browser.,[]
0ac0858b-ac11-4a11-ad45-ac1eeec8bc44,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". Same as most recent revision : This option appears only for Revise options: Click Revise Master to change the calibration values of the master instrument. If revise master is not chosen then the existing master calibration values will simply carry over. Upon clicking you get redirected to View/Edit page with Add Revision In the popup, the calibration value is auto-filled with previous revision values, if any. Date installed is the taken_on from current file. Enter/edit the new calibration values required. Click OK . This option lets you create a new revision for master.0 Select the Revise option as Bottom Shortened . Click Show Children. The Child Name, Position and Instrument Level fields appear. Select the child to be removed. Choose the calibration option as Same as most recent revision . Click Revise . ![image:db://images/684](db://images/684) Figure 10: When you select Revise option as Bottom Shortened A Calibration Data table appears. Perform the modifications, if required. If you select the calibration option “ Same as most recent revision ” and no edits are executed, then no new revision gets created. Finally, click Revise & Load File. New revisions get created and updates in the View Edit page. ![image:db://images/685](db://images/685) Figure 11: Calibration Data table If a Master has 10 children initially (with Revision 0), and now suppose an extension happened, then Revision A gets created",[]
0b1ca05c-c253-4ce7-a8a3-0c0a177860e3,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Version:MissionOS_2.0 General Issue blogs are used to post items regarding general works on sites. It is useful to inform the users of upcoming events, developments, or any other news that may be noteworthy. There are two buttons on the top: Start New Topic Check for updates Start New Topic To create a post, click Start New Topic . Enter the fields – Title and Message . Select to choose the contracts relevant to the new topic (SHIFT & CTRL click to select more than one contract). Then click Start Topic . ![image:db://images/745](db://images/745) Figure 1: Select Blog and click Start New Topic ![image:db://images/746](db://images/746) Figure 2 : Enter the topic details Specific users get email notification of general issues updates if: They have access to the assigned Contract area ‘Receive General Blog updates’ is selected for the individual user in Users setup. For this navigate to Admin > Setup > Users. ![image:db://images/747](db://images/747) Figure 3 : Select the Receive blog updates from option in Users setup Check for Updates Click Check for Updates to refresh the General Issues list to check for new posts",[]
0b78f374-454d-46a9-8b3a-e49f81530bf7,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". Click OK . The table template gets saved successfully, and appears listed as a new template. You can create a web report of the Master instrument directly from the Homepage. For this, perform the following steps: Go to Homepage > Instrument Data. Next, select the Instrument Type . Select the Master Instrument from the Instrument Selection . Finally, click Web Report . The web report of the instrument opens in another tab of your browser. You can see that the web report is clearly based on the setups created in the table template for the master instrument. These fields appear with actual values along with data, graphs and calculation fields generated for the time period. ![image:db://images/236](db://images/236) Figure 5 : Selecting the Instrument ![image:db://images/237](db://images/237) Figure 6: Sample Web Report of a Master instrument To watch the Web User Manual video on How To: Create Table Templates for Composite/Derived Instruments in MissionOS , simply click on the thumbnail or link below:",[]
0b7f3672-f5e1-426c-ad8f-7d05f3d764e7,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"It is mandatory that the values to be entered are in minutes. No filter option is available for elapsed time review settings. ![image:db://images/550](db://images/550) Figure 1: Elapsed time settings The elapsed time notifications can now be sent to the designated personnel. Setup for this comes under Admin > Setup > Notification Groups > Instrument Overdue. Select overdue option and select media (email/SMS). Only selected users are notified about overdue instruments. ![image:db://images/551](db://images/551) Figure 2: Overdue notification settings To review a record of elapsed notifications, return to the main portal page. Click the AAA Data tab. Then select the Overdue tab. ![image:db://images/552](db://images/552) Figure 3: Overdue Data The following is the notification that users will receive for overdue instruments. The Mail showcases the source portal as well. ![image:db://images/553](db://images/553) Figure 4: Overdue notification To watch the Web User Manual video on How to setup Elapsed Time Notifications , simply click on the thumbnail or link below:",[]
0bd2fb13-4c46-4832-9052-06e5b539924f,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". The Original and Changed columns display fields that were switched, such as an instrument review being changed to a different field. ![image:db://images/259](db://images/259) Figure 1: Edit History listed of an instrument To watch the Web User Manual video on How to view or edit Instrument Edit History , simply click on the thumbnail or link below:",[]
0c19b5ed-4ac1-4e55-9057-77f3c0cf94c7,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Version:MissionOS_2.0 The View/Edit feature of an instrument allows users to view or modify certain instrument details existing in the application. The View/Edit page of an instrument normally (dependent on individual portal specifics) has the following tabs: Instrument Set Up (Definition) Instrument Calibration Calculated Calibrations Review Setup Readings Review History Edit History To access the View/Edit – Edit History page, perform the following steps: Once you log into the application, go to Instrument Data section in the Homepage. Select the instrument required. Click View or edit instrument . (small bar chart symbol above graph thumbnail) You reach the View/Edit page where the Instrument Set Up is open by default. Alternatively, click Data Manager from the Homepage of the portal (bar chart symbol top right). Select Instrumentation > Data > View/Edit. Readings is one of the tabs present in the View/Edit page of an instrument. The tab consists of a number of functionalities which includes – adding or modifying records of data, filter fields, applying various actions to the data records and recalculate option. You can filter the Readings data based specific criteria: Load Data – Select the date range and click Load Data. The required readings of the time period get listed. Load All Data – All available data of instrument is listed",[]
0c31fcbf-8ce0-41c4-be7c-c40b2f6343aa,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"You have the ability to edit the Init and End calculations even after loop calculations are created. You work on formulas in an external text editor with newlines after each “;” and then paste into a formula box (the newlines will be removed on saving and won’t affect calculations.) In this example, the final configuration for the Parent Model is depicted as shown: ![image:db://images/359](db://images/359) Figure 7 : Finished Parent/Master Model Refer to the following figures to see the Child Subtype Model: ![image:db://images/360](db://images/360) Figure 8 : Child Model ![image:db://images/361](db://images/361) Figure 9 : Finished Child Model Once you define the models, proceed with the setup of instruments",[]
0c983160-068c-462b-9c02-63f54ce5286e,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". To confirm any changes made, click Save Changes . ![image:db://images/752](db://images/752) Figure 8 : Change Access Add Comment Click Add Comment to add comments to the blog post. A pop-up appears where you can enter the comments. Click Save . Edit or Delete Comment In the figure below, you can see the options to edit and delete comment, if required. ![image:db://images/753](db://images/753) Figure 9 : Edit and Delete options To watch the Web User Manual video on How to Use Blogs General Issues tab , simply click on the thumbnail or link below:",[]
0ecfcb78-9abd-41b1-b1a4-a2466c030800,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"In Object Definition Summary, click Generate Summary Json Files to run the current data of a subtype, when subtype is selected as a setup field. Json files are automatically generated every day. If date range field is selected in setup, and if you edit a template for that date, click Generate Summary Json Files to update the files. This is a mandatory step to perform whenever you create a new Summary Report template, or when you edit a template for a date range selected.",[]
0ed62c3b-df11-46d4-baf8-d0ff49f8fa8c,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Version:MissionOS_2.0 Graph templates are pre-configured settings or layouts used to create consistent and visually appealing graphical representations of data. They serve as reusable frameworks that define the structure, style, and behavior of graphs, saving time and effort for users by eliminating the need to configure graph settings from scratch. MissionOS enables users to configure multiple graph templates for the same instrument subtype based on requirements. Among such templates, one is set as ‘ Default Graph ’ which is marked with a flag as shown in the figure below: ![image:db://images/314](db://images/314) Figure 1: Multiple graph templates are created In the Portal Homepage, go to Instrument Data tab. For a specific instrument, click the Options button. The Graph Options is located below the graph thumbnail near the Instrument Info . This opens a pop-up containing all the graph templates. Choose the graph to be plotted and click OK . The selected graph is then displayed",[]
0fe45697-3362-4e2d-8732-517da8107022,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"You can search the table for a specific review level using the Search You can edit and delete a review level detail, if required. To watch the Web User Manual video on How to Create Review Levels , simply click on the thumbnail or link below:",[]
10356afa-ca1f-4b70-a6d7-74b360e22a49,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Data Manager contains the various sections for the entire system configuration. The basic elements of the Data Manager are core portal set up configurations such as: Project setup User and user group management Hierarchy and user permission management Map setup for the portal Notification management Location management Review/audit configuration Reporting related configurations Object (instrument/construction) metadata (see Metadata section) GDL configurations Project setup - Deals with the basic settings for a project such as company name, logo, time zone etc. User and user group management - Deals with managing the users in the system. The four kinds of users in the system are admin, editor, viewer and approver. These four kinds of users have unique operational privileges within the system. Users are further categorised into various user groups to provide them with relevant access or restrictions in the system. Hierarchy and user permission management - The system hierarchy consists of project, contract, site and zone. There can be one or more projects and projects containing contracts. Contracts contain one or multiple sites and sites themselves contain one or more zones",[]
10a08208-38a9-4801-9f09-f43296a067d4,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Version:MissionOS_2.0 How an instrument breach works – first an instrument’s review is set up. When the value of the instrument exceeds the threshold value, it is considered as a breach and is notified. Group Review comes into significance when there is a set of instruments in an area for example 10, then the breach is to be notified only when at least 5 instruments exceed the threshold value at the same time. 5 is the minimum number of instruments is setup for a group breach notification. Follow the instructions below to setup group review: Once you log into the application, go to Instrument Data . Ctrl + Select the instruments for which group review is required. Click View/Edit button. The View/Edit page opens in a separate tab. ![image:db://images/767](db://images/767) Figure 1: Selecting the instruments for group review Click Review Setup (Refer the figure below). You can find instruments selected are listed here. ![image:db://images/768](db://images/768) Figure 2: Review Setup page Select the instruments and click Add Group Review . A popup appears. Enter the details and click Create . The Group Review setup gets created. ![image:db://images/769](db://images/769) Figure 3: Adding Group Review Buffer is set as the time within which the next instrument exceeds the threshold to be considered as breach.",[]
112309b5-26aa-4f86-8979-15d2f0aa2bb3,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". Refer to the figure below: ![image:db://images/601](db://images/601) Figure 3: Include NULL readings in review check OFF Example 2 – To show how to include NULL reading in Review check Conditions for Review check and Reset are listed below: Review for Consecutive data = 5 any breach Reset is ON after = 3 readings Include NULL reading in Review check = Yes The Null reading acts as the 2 nd Reset value after R1. Therefore, 3 Reset readings results in Reset condition being satisfied. ![image:db://images/602](db://images/602) Figure 4: Include NULL readings in review check ON",[]
11403048-4360-40c2-96cb-4c84c30f7d5f,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,". ![image:db://images/482](db://images/482) Figure 1: Instrument Data tab Finally, the Instrument Selection box contains all of the instruments available. You can select individual instruments with a single click of the mouse, a continuous range by using the shift key and selecting multiple instruments, or a discontinuous range by using the ctrl key and selecting instruments as required. Alternatively, you can click Select All link and select all the instruments in the selection box that is already filtered for a particular area and/or type of instrument. Various other functionalities available here are listed below: Click the Show on Map button to zoom to the selected instruments on the map. Click View/Edit icon to navigate to the View/Edit page in Data Manager > Instrumentation > Data > View/Edit. Finally, select Show All Instruments checkbox to list out all the instruments based on the selection. If it is not selected, it lists out only those instruments that contain data. As you select an instrument, the information associated with that instrument displays in the Instrument Info box. You can view/edit attachments and view attached images by clicking the corresponding icons adjacent to the information box. The default graph associated with the instrument(s) selected is displayed below the Instrument Info box. To watch the Web User Manual video on Instrument Data functionality, simply click on the thumbnail or link below:",[]
11b9511d-8fec-4599-972b-5431c6111e79,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,"Version:MissionOS_2.0 The Object Definition page has the capability to list the existing Object Types . You can also add a new Object Type using the Create functionality. The Admin user holds the privilege to set up the Object Definition. To access the Object Definition page, perform the following steps: Log into the MissionOS portal. Click open the Data Manager . ![image:db://images/476](db://images/476) Figure 1 : Opening the Data Manager In Data Manager, navigate to Admin > Data Object Configuration , then click Object Definition . The Object Definition page appears. In the Object Definition page, the Type tab is pre-selected and is open by default. ![image:db://images/477](db://images/477) Figure 2 : Navigating to Object Definition page",[]
11ef989f-e633-4d47-a02e-630f22c58d7e,https://www.maxwellgeosystems.com/manuals/demo-manual/manual-web-content-highlight.php?manual_id=41,Version:MissionOS_2.0 There are two types of support tickets which are received by MGS support team:,[]
